HOA,Housing_area,Crime_level,Address,Housing_type,Beds,Postal_code,Built_year,Baths,Housing_price
NA,NA,Lowest,440 E 79th St #1204,Apartment,3 Bedroom,10075,NA,2 full Bathroom,NA
"$4,514",NA,Lowest,60 E End Ave #40C,Coop,3 Bedroom,10028,NA,,NA
NA,"1,601 sqft",Low,63 E 80th St,Townhome,6 Bedroom,10075,Built in 1899,,NA
"$1,313","1,421 sqft",Lowest,231 10th Ave #2B,Condo,2 Bedroom,10011,Built in 2005,2 full Bathroom,"$1,390/sqft"
"$3,188",NA,NA,24 5th Ave #1501,Coop,2 Bedroom,10011,Built in 1925,2 full Bathroom,NA
$932,NA,Low,Address Not Disclosed,Coop,NA,10011,NA,1 full Bathroom,NA
"$2,693",NA,Lowest,196 Avenue Of The Americas #1F,Coop,2 Bedroom,10013,NA,2 full Bathroom,NA
"$2,835","1,600 sqft",Lowest,20 E 9th St #10FG,Coop,2 Bedroom,10003,Built in 1965,2 full Bathroom,"$1,684/sqft"
"$2,325","6,471 sqft",NA,43 Clarkson St #234A,Condo,4 Bedroom,10014,NA,,"$2,009/sqft"
$796,NA,Moderate,549 W 123rd St #3E,Coop,NA,10027,Built in 1957,1 full Bathroom,NA
"$8,916",NA,Lowest,1 E End Ave #67B,Coop,5 Bedroom,10075,NA,,NA
$693,691 sqft,NA,215 W 95th St #14G,Condo,1 Bedroom,10025,Built in 1987,1 full Bathroom,"$1,295/sqft"
"$1,022",NA,Lowest,308 W 103rd St #2G,Coop,1 Bedroom,10025,Built in 1964,1 full Bathroom,NA
"$2,510","2,500 sqft5,000 sqft",Moderate,543 Broadway,Coop,2 Bedroom,10012,Built in 1903,,"$1,398/sqft"
NA,NA,Lowest,14 E 75th St #4-D,Apt/Condo/Twnhm,2 Bedroom,10021,Built in 1929,3 full Bathroom,NA
$995,NA,Lowest,317 W 103rd St #3F,Coop,1 Bedroom,10025,Built in 1898,1 full Bathroom,NA
NA,"3,536 sqft1,699 sqft",Lowest,314 W 138th St,Townhome,6 Bedroom,10030,Built in 1901,4 full Bathroom,
"$1,064",650 sqft,NA,230 E 71st St #2A,Coop,1 Bedroom,10021,Built in 1929,1 full Bathroom,
$760,700 sqft,Lowest,72 Park Ter W #E55,Coop,1 Bedroom,10034,Built in 1939,1 full Bathroom,
"$2,148","2,498 sqft",Moderate,73 Worth St #3R,Condo,4 Bedroom,10013,Built in 1865,3 full Bathroom,"$1,902/sqft"
NA,NA,Lowest,165 W 66th St #19E,Coop,2 Bedroom,10023,Built in 1962,1 full Bathroom,NA
"$1,055",682 sqft,Lowest,Address Not Disclosed,Condo,1 Bedroom,10044,NA,1 full Bathroom,"$1,026/sqft"
$610,739 sqft,Lowest,100 W 93rd St #23B,Condo,1 Bedroom,10025,Built in 1973,1 full Bathroom,"$1,556/sqft"
$343,357 sqft,Moderate,48-54 W 138th St #4A,Condo,NA,10037,Built in 1940,1 full Bathroom,
NA,NA,Lowest,336 E 50th St,Coop,NA,10022,NA,1 full Bathroom,NA
NA,"1,330 sqft",Lowest,622 E 81st St,Single-Family Home,2 Bedroom,10028,NA,1 full Bathroom,
$752,940 sqft,NA,326 W 43rd St #1FE,Coop,2 Bedroom,10036,NA,1 full Bathroom,
NA,NA,NA,470 W 24th St #4J,Coop,1 Bedroom,10011,Built in 1930,1 full Bathroom,NA
NA,650 sqft,NA,566 W 159th St #43,Coop,2 Bedroom,10032,NA,1 full Bathroom,
NA,NA,Lowest,325 E 80th St #1D,Coop,1 Bedroom,10021,NA,1 full Bathroom,NA
NA,NA,Moderate,115 E 36th St #4R,Coop,1 Bedroom,10016,Built in 1857,1 full Bathroom,NA
$600,NA,Lowest,81 E 24th St,Condo,2 Bedroom,10010,NA,1 full Bathroom,NA
NA,900 sqft,Low,77 Park Ave #7G,Condo,1 Bedroom,10016,Built in 1924,,"$1,333/sqft"
NA,NA,Lowest,655 Riverside Dr #3A,Coop,2 Bedroom,10031,Built in 1926,1 full Bathroom,NA
NA,NA,Lowest,520 E 90th St #6G,Coop,2 Bedroom,10128,NA,2 full Bathroom,NA
$854,"1,200 sqft",NA,616 W 137th St #1-B,Apartment,3 Bedroom,10031,NA,1 full Bathroom,
$611,NA,Lowest,270 Convent Ave #1A,Condo,1 Bedroom,10031,Built in 1916,1 full Bathroom,NA
$980,575 sqft,Lowest,Address Not Disclosed,Condo,1 Bedroom,10023,Built in 1963,1 full Bathroom,
NA,NA,Moderate,338 E 67th St #14,Coop,1 Bedroom,10065,Built in 1920,1 full Bathroom,NA
NA,NA,Low,135 E 54th St #5B,Condo,2 Bedroom,10022,NA,2 full Bathroom,NA
NA,NA,Low,344 W 11th St #2E2W,Coop,3 Bedroom,10014,Built in 1900,,NA
$458,NA,Lowest,1420 York Ave #2H,Condo,NA,10021,NA,1 full Bathroom,NA
NA,NA,Lowest,325 E 57th St #2B,Coop,2 Bedroom,10022,Built in 1929,2 full Bathroom,NA
$811,NA,Lowest,131 W 85th St #5-A,Apartment,1 Bedroom,10024,NA,1 full Bathroom,NA
NA,"4,566 sqft",Lowest,1965 Broadway #PHB3,Condo,4 Bedroom,10023,Built in 1997,,"$5,147/sqft"
NA,"3,004 sqft",Lowest, Woodhaven N,Single-Family Home,6 Bedroom,11421,Built in 1910,3 full Bathroom,
NA,NA,NA,22 Cornelia St #3,Coop,NA,10014,NA,1 full Bathroom,NA
NA,NA,Lowest,404 Riverside Dr #11E,Coop,2 Bedroom,10025,Built in 1909,2 full Bathroom,NA
$753,725 sqft,Lowest,124 W 93rd St #6-E,Condo,1 Bedroom,10025,NA,1 full Bathroom,"$1,171/sqft"
NA,500 sqft,Lowest,50 E 8th St #5P,Coop,NA,10003,Built in 1950,1 full Bathroom,
NA,NA,NA,140 W 71st St #8G,Coop,1 Bedroom,10023,NA,1 full Bathroom,NA
"$1,643",NA,Lowest,446 E 86th St #12-B,Apartment,1 Bedroom,10028,NA,1 full Bathroom,NA
NA,NA,Lowest,255 Cabrini Blvd #3F,Condo,NA,10040,NA,1 full Bathroom,NA
NA,NA,Lowest,225 E 79th St #5D,Coop,1 Bedroom,10075,Built in 1929,1 full Bathroom,NA
$615,602 sqft,Low,555 Malcolm X Blvd #3-E,Condo,1 Bedroom,10037,NA,1 full Bathroom,
NA,NA,Lowest,230 E 15th St #8FG,Coop,2 Bedroom,10003,NA,2 full Bathroom,NA
"$2,504",NA,NA,30 5th Ave #12-A,Apartment,3 Bedroom,10011,NA,2 full Bathroom,NA
NA,"2,510 sqft",Low,424 W 49th St #6B,Condo,2 Bedroom,10019,NA,2 full Bathroom,NA
"$2,483",NA,Lowest,108 E 66th St #5-AB,Apartment,3 Bedroom,10065,NA,3 full Bathroom,NA
NA,625 sqft,Lowest,155 W 66th St #523,Apartment,NA,10023,NA,1 full Bathroom,
NA,"1,100 sqft",Low,41 E 28th St #2B,Coop,1 Bedroom,10016,Built in 1925,1 full Bathroom,"$1,090/sqft"
NA,NA,Lowest,142 W 82nd St #3,Coop,1 Bedroom,10024,Built in 1900,2 full Bathroom,NA
NA,NA,Lowest,156 W 73rd St #4R,Coop,1 Bedroom,10023,Built in 1880,1 full Bathroom,NA
NA,"1,100 sqft",Low,172 E 90th St #3W,Coop,2 Bedroom,10128,NA,2 full Bathroom,"$1,091/sqft"
NA,NA,Lowest,241 E 76th St #7I,Coop,2 Bedroom,10021,Built in 1959,1 full Bathroom,NA
$715,NA,Lowest,457 W 57th St #308,Apartment,NA,10019,NA,1 full Bathroom,NA
NA,"2,900 sqft3,920 sqft",Lowest,8 Maiden Ln,Single-Family Home,4 Bedroom,10038,Built in 2000,5 full Bathroom,
$996,NA,Lowest,517 E 77th St #4-G,Apartment,1 Bedroom,10075,NA,1 full Bathroom,NA
NA,NA,Low,1160 3rd Ave #10E,Coop,2 Bedroom,10065,Built in 1965,1 full Bathroom,NA
NA,600 sqft,Lowest,309 E Houston St #3C,Coop,2 Bedroom,10002,NA,1 full Bathroom,"$1,167/sqft"
$776,833 sqft,Lowest,130 Bradhurst Ave #213,Condo,1 Bedroom,10039,NA,1 full Bathroom,
$599,NA,Lowest,425 E 79th St #10A,Condo,NA,10075,NA,1 full Bathroom,NA
$975,NA,Lowest,334 W 85th St #2-B,Apartment,2 Bedroom,10024,NA,1 full Bathroom,NA
NA,"1,870 sqft",Lowest,264 W 77th St #3,Condo,NA,10024,NA,1 full Bathroom,NA
"$1,034",900 sqft,Lowest,579 W 215th St #3F,Coop,2 Bedroom,10034,NA,,
NA,"934 sqft7,350 sqft",Lowest,865 United Nations Plz #7C,Condo,1 Bedroom,10017,Built in 1927,1 full Bathroom,"$1,076/sqft"
NA,516 sqft,Lowest,130 Water St #5E,Condo,NA,10005,NA,1 full Bathroom,
NA,NA,Lowest,630 1st Ave #23J,Condo,1 Bedroom,10016,Built in 1985,1 full Bathroom,NA
NA,500 sqft,Moderate,80 La Salle St,Condo,NA,10027,Built in 1956,1 full Bathroom,
NA,750 sqft,Lowest,360 Cabrini Blvd #1C,Coop,1 Bedroom,10040,NA,1 full Bathroom,
NA,641 sqft,NA,139-141 W 126th St #5B,Condo,1 Bedroom,10027,Built in 1910,1 full Bathroom,"$1,012/sqft"
"$1,789",NA,Lowest,444 E 84th St #5-E,Apartment,1 Bedroom,10028,NA,1 full Bathroom,NA
NA,NA,Lowest,27 W 82nd St #3B,Townhome,1 Bedroom,10024,Built in 1900,1 full Bathroom,NA
$0,NA,Low,404 Park Ave S #C,Condo,2 Bedroom,10016,Built in 2014,,NA
"$1,019",NA,Low,252 W 20th St #2B,Coop,1 Bedroom,10011,NA,1 full Bathroom,NA
NA,"1,800 sqft673 sqft",Moderate,Address Not Disclosed,Townhome,4 Bedroom,10032,Built in 1882,3 full Bathroom,
NA,"1,475 sqft",Lowest,315 W 70th St #6J,Coop,2 Bedroom,10023,NA,2 full Bathroom,"$1,119/sqft"
NA,NA,Lowest,212 E 77th St #5H,Coop,NA,10075,Built in 1950,1 full Bathroom,NA
NA,NA,NA,42 W 13th St #2F,Loft,1 Bedroom,10011,NA,1 full Bathroom,NA
NA,"2,000 sqft",Lowest,5 E 3rd St,Condo,1 Bedroom,10003,Built in 1911,2 full Bathroom,"$1,300/sqft"
$521,850 sqft,NA,230 Central Park S #4-F,Apartment,1 Bedroom,10019,NA,1 full Bathroom,"$1,294/sqft"
NA,"5,610 sqft",Lowest,15 Central Park W #PH1819B,Condo,5 Bedroom,10023,Built in 2005,,"$11,586/sqft"
NA,"5,313 sqft",Lowest,Address Not Disclosed,Condo,NA,10028,Built in 2008,1 full Bathroom,
NA,600 sqft,Lowest,930 Saint Nicholas Ave #33,Condo,2 Bedroom,10032,Built in 1910,1 full Bathroom,
NA,NA,Lowest,552 Riverside Dr #3H,Coop,2 Bedroom,10027,Built in 1908,1 full Bathroom,NA
NA,"1,050 sqft",Lowest,515 E 89th St #4D,Coop,2 Bedroom,10128,Built in 1941,1 full Bathroom,
NA,665 sqft,Lowest,404 E 79th St #22E,Condo,2 Bedroom,10075,NA,1 full Bathroom,"$1,195/sqft"
"$1,104","1,094 sqft",Moderate,409 Edgecombe Ave #11-F,Apartment,2 Bedroom,10032,NA,1 full Bathroom,
NA,NA,Moderate,99 John St #306,Condo,2 Bedroom,10038,NA,2 full Bathroom,NA
NA,NA,Lowest,520 E 72nd St #16D,Coop,1 Bedroom,10021,Built in 1963,1 full Bathroom,NA
NA,650 sqft,Lowest,100 W 57th St #3P,Coop,NA,10019,Built in 1962,1 full Bathroom,
NA,615 sqft,Lowest,155 W 66th St #436,Apartment,1 Bedroom,10023,NA,1 full Bathroom,
NA,NA,Lowest,420 E 72nd St #17D,Coop,1 Bedroom,10021,Built in 1963,1 full Bathroom,NA
NA,785 sqft,Low,189 Avenue C #4C,Condo,NA,10009,NA,1 full Bathroom,"$1,013/sqft"
NA,"7,137 sqft",Lowest,471 Washington St #PH,Condo,5 Bedroom,10013,Built in 2010,6 full Bathroom,"$4,203/sqft"
NA,"1,274 sqft",Lowest,419 W 55th St #4C,Unspecified property type,2 Bedroom,10019,Built in 1911,2 full Bathroom,"$1,095/sqft"
"$1,043",NA,Moderate,100 W 72nd St #3E,Coop,NA,10023,NA,1 full Bathroom,NA
"$3,211",NA,Lowest,303 E 57th St #14G,Coop,1 Bedroom,10022,NA,,NA
"$2,702","1,350 sqft",Low,200 E 24th St #501,Apartment,2 Bedroom,10010,NA,2 full Bathroom,
NA,500 sqft,Low,200 E 24th St #1001,Coop,NA,10010,NA,1 full Bathroom,
"$1,672","1,714 sqft",Lowest,779 Riverside Dr #A-12,Condo,3 Bedroom,10032,NA,2 full Bathroom,
NA,"1,325 sqft",Low,15 William St #10A,Single-Family Home,2 Bedroom,10005,Built in 2008,2 full Bathroom,"$1,275/sqft"
NA,704 sqft,Lowest,Address Not Disclosed,Condo,1 Bedroom,10280,Built in 1989,1 full Bathroom,
NA,NA,Lowest,2 S End Ave #8J,Condo,1 Bedroom,10280,Built in 1990,1 full Bathroom,NA
"$1,936",NA,Lowest,333 E 43rd St #901,Coop,2 Bedroom,10017,NA,1 full Bathroom,NA
NA,NA,Moderate,387 Grand St #K707,Coop,2 Bedroom,10002,Built in 1959,1 full Bathroom,NA
$306,312 sqft,Lowest,530 Manhattan Ave #7,Condo,1 Bedroom,10027,NA,1 full Bathroom,
$750,700 sqft,Low,29 W 119th St,Single-Family Home,2 Bedroom,10026,NA,1 full Bathroom,
NA,"9,704 sqft",Lowest,50 Nations Plz #DPH4243,Condo,4 Bedroom,10017,NA,,"$7,214/sqft"
NA,NA,Lowest,635 W 42nd St #37HH,Condo,1 Bedroom,10036,Built in 2007,1 full Bathroom,NA
NA,"7,200 sqft",Lowest,35 N Moore St #PH,Condo,6 Bedroom,10013,Built in 1891,,"$4,653/sqft"
NA,NA,Lowest,45 Tudor City Pl #408,Coop,NA,10017,Built in 1929,1 full Bathroom,NA
"$1,649",770 sqft,Lowest,520 E 76th St #9-G,Apartment,1 Bedroom,10021,NA,1 full Bathroom,
NA,NA,Lowest,333 E 43rd St #916,Coop,1 Bedroom,10017,Built in 1929,1 full Bathroom,NA
$525,NA,Lowest,418 W 46th St #3-A,Apartment,1 Bedroom,10036,NA,1 full Bathroom,NA
"$2,451",NA,Lowest,455 E 51st St #4-D,Apartment,2 Bedroom,10022,NA,2 full Bathroom,NA
NA,300 sqft,Lowest,45 Tudor City Pl #1212,Condo,NA,10017,Built in 1929,1 full Bathroom,"$1,083/sqft"
NA,NA,Lowest,415 E 80th St #5B,Coop,1 Bedroom,10075,Built in 1959,1 full Bathroom,NA
NA,NA,Lowest,403 E 90th St #4W,Coop,1 Bedroom,10128,Built in 1920,1 full Bathroom,NA
NA,"1,027 sqft",Low,2132 2nd Ave #2B,Condo,2 Bedroom,10029,Built in 2005,2 full Bathroom,
NA,"3,582 sqft",Lowest,25 Columbus Cir #54A,Condo,4 Bedroom,10019,Built in 2004,4 full Bathroom,"$6,561/sqft"
$617,NA,Lowest,445 W 54th St #2C,Condo,2 Bedroom,10019,Built in 1986,2 full Bathroom,NA
NA,"4,200 sqft",Low,206 W 137th St,Townhome,6 Bedroom,10030,NA,,
NA,550 sqft,Lowest,225 E 36th St #5D,Coop,NA,10016,NA,1 full Bathroom,
$920,600 sqft,Low,240 E 55th St #1E,Coop,NA,10022,NA,1 full Bathroom,
"$1,053",630 sqft,Lowest,Address Not Disclosed,Condo,1 Bedroom,10028,NA,,"$1,190/sqft"
NA,NA,Lowest,531 E 83rd St #1A,Coop,2 Bedroom,10028,NA,1 full Bathroom,NA
NA,NA,Moderate,305 E 91st St #2C,Coop,2 Bedroom,10128,NA,1 full Bathroom,NA
NA,NA,Moderate,1608 Amsterdam Ave #10,Coop,2 Bedroom,10031,Built in 1900,1 full Bathroom,NA
NA,"1,053 sqft",Lowest,75 Wall St,Condo,2 Bedroom,10005,Built in 1987,,
NA,950 sqft,Low,225 E 57th St #9C,Coop,1 Bedroom,10022,Built in 1964,1 full Bathroom,
NA,NA,Lowest,353 E 72nd St #28D,Coop,1 Bedroom,10021,Built in 1975,1 full Bathroom,NA
NA,"1,056 sqft",NA,300 W 135th St #4B,Condo,2 Bedroom,10030,NA,2 full Bathroom,
NA,"1,429 sqft",Lowest,2 S End Ave #TH7,Condo,2 Bedroom,10280,Built in 1990,2 full Bathroom,"$1,102/sqft"
$483,NA,Lowest,503 W 141st St #21,Coop,3 Bedroom,10031,NA,1 full Bathroom,NA
NA,460 sqft,Moderate,Address Not Disclosed,Condo,1 Bedroom,10032,Built in 1917,1 full Bathroom,
NA,NA,Lowest,50 E 1st St #8,Coop,NA,10003,Built in 1910,1 full Bathroom,NA
$641,951 sqft,Moderate,Address Not Disclosed,Condo,1 Bedroom,10036,Built in 2007,1 full Bathroom,
$418,NA,Lowest,503 W 141st St #12A,Coop,2 Bedroom,10031,NA,1 full Bathroom,NA
$979,900 sqft,Lowest,328 W 96th St #4C,Coop,2 Bedroom,10025,NA,1 full Bathroom,
NA,450 sqft,Lowest,155 W 66th St #330,Apartment,NA,10023,NA,1 full Bathroom,
NA,NA,Lowest,440 E 62nd St #2D,Coop,2 Bedroom,10065,Built in 1961,2 full Bathroom,NA
NA,"3,400 sqft",NA,130 W 127th St #1-2,Multi-Family Home,5 Bedroom,10027,NA,,
NA,NA,Low,210 E Broadway #H602,Coop,NA,10002,NA,1 full Bathroom,NA
NA,NA,Lowest,33 Riverside Dr #10FA,Coop,1 Bedroom,10023,Built in 1927,1 full Bathroom,NA
NA,"1,489 sqft",Low,340 E 64th St #18N,Condo,2 Bedroom,10065,Built in 1965,2 full Bathroom,"$1,340/sqft"
NA,NA,Lowest,1618 Maiden Ln,Apt/Condo/Twnhm,NA,10038,NA,NA,NA
NA,890 sqft,Lowest,401 E 74th St,Apt/Condo/Twnhm,2 Bedroom,10021,Built in 1962,1 full Bathroom,"$1,124/sqft"
NA,NA,NA,504 W 135th St #2B,Coop,2 Bedroom,10031,Built in 1910,1 full Bathroom,NA
NA,760 sqft,Lowest,425 E 63rd St #E7G,Apartment,1 Bedroom,10065,NA,1 full Bathroom,"$1,025/sqft"
$907,988 sqft,Low,1820 Madison Ave #7-C,Apartment,2 Bedroom,10035,NA,1 full Bathroom,
NA,NA,Low,321 W 110th St #3B,Condo,NA,10026,NA,1 full Bathroom,NA
NA,853 sqft,NA,169 E 102nd St #5C,Condo,2 Bedroom,10029,Built in 1892,1 full Bathroom,
$497,NA,Lowest,350 E 62nd St #2-N,Condo,NA,10065,NA,1 full Bathroom,NA
NA,775 sqft,Lowest,155 W 66th St #502,Apartment,1 Bedroom,10023,NA,1 full Bathroom,
"$1,400","1,330 sqft",Lowest,845 United Nations Plz #19H,Condo,2 Bedroom,10017,NA,2 full Bathroom,"$1,579/sqft"
NA,NA,NA,1270 5th Ave #10L,Coop,2 Bedroom,10029,Built in 1959,,NA
"$1,371",800 sqft,Lowest,10 E End Ave #16E,Condo,1 Bedroom,10075,Built in 1950,1 full Bathroom,
NA,"1,071 sqft",NA,70 Charlton St,Condo,2 Bedroom,10014,NA,2 full Bathroom,"$1,998/sqft"
NA,"1,120 sqft",Lowest,1485 5th Ave,Single-Family Home,2 Bedroom,10035,NA,2 full Bathroom,
$923,650 sqft,Moderate,250 E 87th St #8-D,Apartment,1 Bedroom,10128,NA,1 full Bathroom,"$1,077/sqft"
NA,604 sqft,Lowest,159 S 53rd St #17G,Condo,1 Bedroom,10019,Built in 1968,1 full Bathroom,"$1,142/sqft"
NA,"2,106 sqft9,472 sqft",Lowest,125 W 21st St #10A,Condo,2 Bedroom,10011,Built in 2007,2 full Bathroom,"$1,709/sqft"
NA,773 sqft,Low,304 E 65th St #12B,Condo,1 Bedroom,10065,NA,1 full Bathroom,"$1,151/sqft"
$790,NA,Moderate,140 W 69th St #72-C,Coop,NA,10023,NA,1 full Bathroom,NA
NA,"2,512 sqft",Low,100 W 80th St #6E,Condo,5 Bedroom,10024,Built in 1900,3 full Bathroom,"$2,275/sqft"
NA,NA,NA,85 Barrow St #6M,Unspecified property type,1 Bedroom,10014,Built in 1925,1 full Bathroom,NA
NA,"2,269 sqft",NA,Address Not Disclosed,Condo,2 Bedroom,10001,Built in 1907,2 full Bathroom,"$1,761/sqft"
"$1,733","2,000 sqft",Lowest,60 Riverside Blvd #2011,Condo,3 Bedroom,10069,NA,3 full Bathroom,"$2,498/sqft"
NA,NA,Lowest,30 E 95th St #4D,Coop,1 Bedroom,10128,NA,1 full Bathroom,NA
NA,700 sqft,Lowest,325 E 80th St #6D,Coop,1 Bedroom,10075,NA,1 full Bathroom,
NA,NA,Lowest,311 E 25th St #4F,Coop,NA,10010,NA,1 full Bathroom,NA
"$1,451",900 sqft,Moderate,305 E 24th St #8T,Coop,1 Bedroom,10010,Built in 1964,1 full Bathroom,"$1,028/sqft"
"$1,167",NA,Low,5 Tudor City Pl #1319,Apartment,1 Bedroom,10017,NA,1 full Bathroom,NA
NA,NA,Lowest,27 W 82nd St #4C,Condo,1 Bedroom,10024,Built in 1900,1 full Bathroom,NA
"$1,316","1,266 sqft",Lowest,130 Water St #3B,Condo,2 Bedroom,10005,NA,2 full Bathroom,
NA,NA,Lowest,116 E 66th St #1B,Coop,2 Bedroom,10065,Built in 1955,2 full Bathroom,NA
NA,NA,Lowest,49 East Rd,Single-Family Home,3 Bedroom,10044,NA,3 full Bathroom,NA
NA,NA,NA,354 W 12th St #4D,Coop,NA,10014,Built in 1915,1 full Bathroom,NA
NA,732 sqft,Low,88 Greenwich St #2701,Condo,1 Bedroom,10006,Built in 1929,1 full Bathroom,"$1,634/sqft"
NA,NA,Low,39 Washington Sq S,Coop,2 Bedroom,10012,Built in 1900,1 full Bathroom,NA
NA,"1,190 sqft",Lowest,100 W 89th St #7F,Condo,2 Bedroom,10024,Built in 1985,2 full Bathroom,"$1,550/sqft"
$887,NA,Lowest,250 S End Ave #5F,Condo,NA,10280,NA,1 full Bathroom,NA
NA,"2,061 sqft",Moderate,101 Warren St #9A,Condo,3 Bedroom,10007,Built in 2006,3 full Bathroom,"$2,863/sqft"
NA,475 sqft,NA,180 Thompson St #2A,Coop,NA,10012,Built in 1920,1 full Bathroom,"$1,042/sqft"
NA,575 sqft,Moderate,155 E 34th St #14K,Condo,NA,10016,Built in 1961,1 full Bathroom,"$1,042/sqft"
NA,NA,NA,211 Thompson St #6E,Coop,1 Bedroom,10012,NA,1 full Bathroom,NA
$444,450 sqft,Lowest,100 Park Ter W #1K,Coop,NA,10034,NA,1 full Bathroom,
NA,"3,200 sqft",Lowest,28 Laight St #2A,Condo,3 Bedroom,10013,NA,,"$1,797/sqft"
NA,385 sqft,NA,319 W 18th St #6F,Coop,NA,10011,NA,1 full Bathroom,"$1,140/sqft"
NA,703 sqft,NA,159-161 W 126th St #5A,Condo,2 Bedroom,10027,NA,1 full Bathroom,
NA,NA,NA,140 W 71st St #2CD,Coop,2 Bedroom,10023,Built in 1912,2 full Bathroom,NA
NA,909 sqft,NA,139-141 W 126th St #3B,Condo,2 Bedroom,10027,Built in 1910,2 full Bathroom,"$1,099/sqft"
NA,NA,Lowest,505 E 82nd St #6F,Coop,NA,10028,NA,1 full Bathroom,NA
NA,NA,Lowest,157 E 72nd St #9E,Condo,1 Bedroom,10021,Built in 1924,1 full Bathroom,NA
NA,"1,300 sqft",Lowest,Address Not Disclosed,Condo,2 Bedroom,10024,NA,,"$1,077/sqft"
NA,NA,Lowest,221 E 76th St #6D,Coop,1 Bedroom,10021,NA,1 full Bathroom,NA
NA,"1,522 sqft",Lowest,204 Forsyth St #2B,Condo,2 Bedroom,10002,NA,2 full Bathroom,"$1,968/sqft"
$392,700 sqft,Low,163 Saint Nicholas Ave #6-E,Condo,1 Bedroom,10026,NA,1 full Bathroom,
NA,NA,Moderate,33 Greenwich Ave #14G,Condo,2 Bedroom,10014,Built in 1962,2 full Bathroom,NA
"$4,542",NA,Lowest,125 E 74th St #7-D,Apartment,2 Bedroom,10021,NA,2 full Bathroom,NA
"$1,055",625 sqft,Lowest,401 E 65th St #8-J,Apartment,1 Bedroom,10065,NA,1 full Bathroom,
NA,"4,000 sqft1,615 sqft",Moderate,112 W 118th St,Townhome,4 Bedroom,10026,NA,,
$0,"3,200 sqft1,665 sqft",Low,217 W 131st St,Townhome,NA,10027,Built in 1910,4 full Bathroom,
NA,650 sqft,Lowest,372 Central Park W #19L,Condo,NA,10025,NA,1 full Bathroom,"$1,615/sqft"
NA,NA,Low,9 Avenue A,Townhome,NA,10009,NA,NA,NA
NA,NA,Lowest,45 Tudor City Pl #602,Condo,NA,10017,NA,1 full Bathroom,NA
NA,"1,922 sqft",Lowest,419 E 92nd St,Multi-Family Home,4 Bedroom,10128,Built in 1950,2 full Bathroom,
NA,800 sqft,Moderate,10 W 15th St #1105,Coop,1 Bedroom,10011,Built in 1964,NA,"$1,188/sqft"
"$1,785",571 sqft,Lowest,2 S End Ave #6N,Condo,1 Bedroom,10280,Built in 1989,1 full Bathroom,
NA,"1,668 sqft",Lowest, Loft 25 #1H,Condo,2 Bedroom,10001,NA,,"$1,424/sqft"
NA,NA,Low,2166 Broadway #19A,Coop,2 Bedroom,10024,Built in 1925,2 full Bathroom,NA
NA,700 sqft,Lowest,310 E 46th St #25V,Apartment,1 Bedroom,10017,NA,1 full Bathroom,"$1,427/sqft"
$875,NA,Lowest,Address Not Disclosed,Condo,1 Bedroom,10024,NA,1 full Bathroom,NA
NA,NA,Low,63 E 9th St #3N,Condo,NA,10003,Built in 1955,1 full Bathroom,NA
NA,820 sqft,NA,571 Academy St,Condo,1 Bedroom,10034,Built in 1925,1 full Bathroom,
NA,820 sqft,Lowest,55 E End Ave #4G,Coop,1 Bedroom,10028,NA,1 full Bathroom,
"$1,708",NA,Low,155 E 49th St #4A,Coop,1 Bedroom,10017,Built in 1924,1 full Bathroom,NA
NA,600 sqft,Lowest,155 W 66th St #413,Apartment,1 Bedroom,10023,NA,1 full Bathroom,
NA,"6,500 sqft2,391 sqft",Lowest,278 W 11th St,Apt/Condo/Twnhm,4 Bedroom,10014,NA,7 full Bathroom,"$4,446/sqft"
NA,"9,450 sqft",Low,641 5th Ave #PH45,Condo,8 Bedroom,10022,Built in 1973,,"$4,762/sqft"
"$1,286","1,250 sqft",Lowest,900 W 190th St #8-C,Apartment,3 Bedroom,10040,NA,2 full Bathroom,
NA,NA,Lowest,11 5th Ave #9R,Coop,1 Bedroom,10003,NA,1 full Bathroom,NA
NA,625 sqft,Lowest,280 Rector Pl #1H,Condo,1 Bedroom,10280,NA,1 full Bathroom,
NA,NA,Lowest,517 W 48th St #2RE,Coop,1 Bedroom,10036,Built in 1901,1 full Bathroom,NA
$864,NA,Low,435 E 77th St #3B,Coop,1 Bedroom,10075,NA,1 full Bathroom,NA
"$1,182","1,200 sqft",Lowest,454 W 54th St #6A,Condo,2 Bedroom,10019,Built in 2010,2 full Bathroom,"$1,575/sqft"
NA,"2,368 sqft",Low,42 E 20th St,Condo,3 Bedroom,10003,Built in 1890,,"$2,025/sqft"
NA,700 sqft,Lowest,310 E 46th St #25V,Unspecified property type,1 Bedroom,10017,Built in 1929,1 full Bathroom,"$1,427/sqft"
NA,946 sqft,Lowest,195 Bowery #7E,Condo,1 Bedroom,10002,Built in 1900,1 full Bathroom,"$1,533/sqft"
NA,"1,199 sqft",Moderate,401 W 147th St,Townhome,8 Bedroom,10031,NA,3 full Bathroom,NA
NA,"3,840 sqft",Moderate,142 W 132nd St #1-2,Multi-Family Home,8 Bedroom,10027,NA,,
NA,NA,Low,226 E 12th St #2G,Coop,NA,10003,Built in 1927,1 full Bathroom,NA
NA,"2,857 sqft",Moderate,360 E 88th St #42A,Apt/Condo/Twnhm,5 Bedroom,10128,Built in 1988,,"$1,925/sqft"
